OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
2506,2019/11/05 00:00:00+00,1220,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360094,169198,C
2507,2019/10/24 23:00:00+00,1628,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361763,173045,CYC
2508,2019/10/29 00:00:00+00,1420,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,358810,169864,MCYC
2509,2019/11/10 00:00:00+00,1330,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358340,178411,E
2510,2019/11/04 00:00:00+00,1145,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,360566,173043,MCYC
2511,2019/11/12 00:00:00+00,1535,3,Slight,NONE,Other,2,1,0,0,0,0,0,360525,174421,CARS
2512,2019/10/17 23:00:00+00,0800,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357849,170838,CYC
2513,2019/10/18 23:00:00+00,1525,3,Slight,NONE,Other,2,1,0,0,0,0,0,358867,167585,CARS
2514,2019/10/22 23:00:00+00,1945,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359080,173814,MCYC
2515,2019/10/22 23:00:00+00,1830,3,Slight,A,Adult pedestrian,1,1,1,1,0,0,0,363242,174017,A
2516,2020/01/19 00:00:00+00,1655,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361337,169847,CARS
2517,2020/01/22 00:00:00+00,0750,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357854,174806,MCYC
2518,2020/01/21 00:00:00+00,1700,3,Slight,NONE,Other,2,1,0,1,0,0,0,361768,170701,CYC
2519,2019/09/27 23:00:00+00,0920,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,360300,168581,CARS
2520,2019/09/30 23:00:00+00,1043,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,358750,177084,CARS
2521,2019/10/01 23:00:00+00,0930,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360909,173368,MCYC
2522,2020/02/19 00:00:00+00,1500,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,356968,177599,A
2523,2019/10/03 23:00:00+00,0815,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358907,167399,C
2524,2020/02/15 00:00:00+00,1504,3,Slight,NT,Nose to Tail,2,3,0,0,0,2,0,361773,174859,CARS
2525,2019/09/27 23:00:00+00,0925,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,361689,170708,CARS
2526,2019/10/03 23:00:00+00,2305,3,Slight,A,Adult pedestrian,3,1,1,0,0,0,0,362838,175648,A
2527,2019/10/06 23:00:00+00,1452,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359145,171935,CYC
2528,2019/10/05 23:00:00+00,0036,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359037,175297,CARS
2529,2019/09/22 23:00:00+00,1015,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358810,168590,CARS
2530,2019/10/09 23:00:00+00,0700,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,361964,175090,MCYC
2531,2019/10/07 23:00:00+00,2318,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358759,173327,A
2532,2019/10/09 23:00:00+00,1705,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,362080,173343,CYC
2533,2020/02/05 00:00:00+00,1930,3,Slight,LC,Loss of Control,2,1,0,1,0,1,0,359431,170465,CYC
2534,2019/09/21 23:00:00+00,1415,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360433,172459,CYC
2535,2019/10/16 23:00:00+00,1851,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357268,179189,MCYC
2536,2019/10/17 23:00:00+00,1918,3,Slight,NONE,Other,2,1,0,1,0,0,0,356800,171757,CYC
2537,2019/10/17 23:00:00+00,1135,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358801,172880,A
2538,2019/10/15 23:00:00+00,1730,3,Slight,NONE,Other,2,1,0,1,0,0,0,359370,173521,CYC
2539,2019/10/15 23:00:00+00,1638,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,360430,177975,MCYC
2540,2020/02/06 00:00:00+00,2144,2,Serious,LC,Loss of Control,3,1,0,0,0,0,0,361543,169241,CARS
2541,2019/11/30 00:00:00+00,1000,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359063,174298,CYC
2542,2019/08/18 23:00:00+00,1232,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,357082,173080,E
2543,2019/08/18 23:00:00+00,0745,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358306,174283,CYC
2544,2019/09/03 23:00:00+00,0800,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361772,173062,CYC
2545,2019/08/18 23:00:00+00,2102,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,359271,172690,CARS
2546,2020/01/16 00:00:00+00,0020,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360952,174808,A
2547,2019/09/03 23:00:00+00,0910,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,362734,174019,MCYC
2548,2019/08/20 23:00:00+00,1623,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357368,172856,CYC
2549,2019/09/01 23:00:00+00,1125,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,1,359889,171809,CYC
2550,2019/09/04 23:00:00+00,1700,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358601,172794,A
2551,2019/08/21 23:00:00+00,1812,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357372,174798,CYC
2552,2019/08/21 23:00:00+00,1944,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,362470,174015,CARS
2553,2019/08/21 23:00:00+00,1314,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359909,171640,CARS
2554,2020/02/07 00:00:00+00,1529,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356819,171849,CARS
2555,2019/09/01 23:00:00+00,2241,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358159,176014,CARS
2556,2019/10/02 23:00:00+00,0740,2,Serious,J1,Turning Movement from major road,2,1,0,0,1,0,0,357002,175036,MCYC
2557,2019/10/14 23:00:00+00,0735,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,359421,173537,C
2558,2019/08/24 23:00:00+00,2321,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357847,173212,A
2559,2019/08/24 23:00:00+00,1215,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,356495,171527,CARS
2560,2019/09/07 23:00:00+00,1400,3,Slight,NONE,Other,2,1,0,0,1,0,0,358662,167667,MCYC
2561,2020/02/08 00:00:00+00,1150,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,359592,173130,CARS
2562,2019/08/26 23:00:00+00,0853,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357804,173895,CYC
2563,2020/02/10 00:00:00+00,1315,3,Slight,NONE,Other,2,1,0,1,0,0,0,359684,177449,CYC
2564,2019/08/27 23:00:00+00,1100,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,357532,176166,CYC
2565,2020/01/25 00:00:00+00,2115,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358140,172561,CARS
2566,2019/11/28 00:00:00+00,2030,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357375,174783,A
2567,2019/12/11 00:00:00+00,1950,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357903,172595,CARS
2568,2019/12/10 00:00:00+00,1730,3,Slight,A,Adult pedestrian,1,2,1,0,1,0,0,361475,171463,A
2569,2019/11/02 00:00:00+00,1127,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359577,172006,MCYC
2570,2020/01/13 00:00:00+00,1540,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,357349,177846,CARS
2571,2020/01/22 00:00:00+00,1705,3,Slight,J1,Turning Movement from major road,1,1,1,0,0,0,0,360865,172280,CARS
2572,2019/10/18 23:00:00+00,1040,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,363526,175370,E
2573,2020/01/22 00:00:00+00,0830,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358386,174725,CARS
2574,2019/11/06 00:00:00+00,2054,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358710,173486,CYC
2575,2019/06/04 23:00:00+00,1305,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359045,175063,CYC
2576,2019/11/27 00:00:00+00,1710,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358238,172579,A
2577,2019/11/29 00:00:00+00,2130,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358852,172881,CYC
2578,2019/12/27 00:00:00+00,1716,2,Serious,A,Adult pedestrian,2,2,1,0,1,0,0,362452,175321,A
2579,2020/01/28 00:00:00+00,1745,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,357099,169745,CYC
2580,2020/01/29 00:00:00+00,0800,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359121,173971,CYC
2581,2020/01/02 00:00:00+00,1630,2,Serious,J,Turning movement ¿ unidentified priority,2,2,0,1,1,0,0,360658,177496,CYC
2582,2020/02/01 00:00:00+00,1325,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358824,171816,CYC
2583,2020/01/09 00:00:00+00,1908,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,363780,175623,CARS
2584,2020/02/01 00:00:00+00,1130,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,1,362002,168058,CYC
2585,2020/01/31 00:00:00+00,1430,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,1,363935,175537,CARS
2586,2020/02/03 00:00:00+00,0730,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357252,176760,A
2587,2020/01/13 00:00:00+00,1100,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359441,171988,CARS
2588,2019/12/10 00:00:00+00,2140,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,359091,176718,CARS
2589,2019/12/16 00:00:00+00,1530,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357345,169778,C
2590,2019/12/18 00:00:00+00,1210,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361042,172274,A
2591,2019/12/17 00:00:00+00,2100,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,358684,168577,CARS
2592,2019/12/18 00:00:00+00,0810,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359413,176462,CYC
2593,2019/09/19 23:00:00+00,0250,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358804,172879,A
2594,2020/02/15 00:00:00+00,1530,3,Slight,NONE,Other,2,1,0,0,0,0,0,361001,174576,CARS
2595,2019/11/25 00:00:00+00,0144,3,Slight,LC,Loss of Control,2,2,0,0,0,1,0,356876,172407,CARS
2596,2019/11/25 00:00:00+00,1933,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358604,172887,A
2597,2019/05/18 23:00:00+00,0220,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359173,173775,A
2598,2019/11/27 00:00:00+00,1650,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359544,172335,MCYC
2599,2019/09/02 23:00:00+00,0810,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,362216,175229,E
2600,2019/12/16 00:00:00+00,1720,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359139,175628,CARS
2601,2019/10/06 23:00:00+00,1645,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359395,176399,CYC
2602,2019/10/03 23:00:00+00,1150,3,Slight,NONE,Other,2,1,0,0,0,0,0,358556,173760,CARS
2603,2019/10/07 23:00:00+00,1430,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,357262,173471,CARS
2604,2019/10/08 23:00:00+00,1800,3,Slight,NONE,Other,2,1,0,1,0,0,0,358220,171285,CYC
2605,2019/10/09 23:00:00+00,1600,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,359621,171257,CARS
2606,2019/10/08 23:00:00+00,2110,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360217,173688,CYC
2607,2019/10/09 23:00:00+00,1905,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,363330,175677,CYC
2608,2019/10/10 23:00:00+00,1255,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,360711,170758,MCYC
2609,2019/12/10 00:00:00+00,2345,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359796,174304,CARS
2610,2019/10/19 23:00:00+00,1605,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,358450,167703,MCYC
2611,2020/01/03 00:00:00+00,0720,3,Slight,O,Overtaking,2,1,0,1,0,0,0,361772,173054,CYC
2612,2020/01/03 00:00:00+00,1021,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,361612,173522,CARS
2613,2019/12/15 00:00:00+00,1220,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358219,173004,CYC
2614,2019/12/22 00:00:00+00,0300,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358289,172915,CARS
2615,2019/10/10 23:00:00+00,1701,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,362989,176101,CARS
2616,2019/10/13 23:00:00+00,1630,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359173,177428,CYC
2617,2019/10/06 23:00:00+00,1444,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360970,173673,CARS
2618,2019/12/12 00:00:00+00,2030,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,357482,172463,CYC
2619,2020/01/07 00:00:00+00,2024,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359037,173504,CYC
2620,2020/01/07 00:00:00+00,1645,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,362303,170325,MCYC
2621,2019/12/19 00:00:00+00,1807,3,Slight,J,Turning movement ¿ unidentified priority,2,4,0,0,0,0,2,360929,169821,CARS
2622,2020/01/08 00:00:00+00,1830,3,Slight,NONE,Other,2,1,0,1,0,0,0,360715,173772,CYC
2623,2020/01/09 00:00:00+00,1658,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,356842,169701,CYC
2624,2020/01/09 00:00:00+00,1715,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,1,0,1,0,362129,176660,CYC
2625,2020/01/07 00:00:00+00,0530,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,359146,171931,CARS
2626,2019/07/24 23:00:00+00,0208,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359124,174056,CYC
2627,2019/10/15 23:00:00+00,0800,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,362550,176094,C
2628,2019/10/15 23:00:00+00,0730,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358923,174595,CYC
2629,2019/10/16 23:00:00+00,1945,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,361443,173477,CARS
2630,2019/10/18 23:00:00+00,1304,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356712,171529,CARS
2631,2019/10/25 23:00:00+00,1915,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,359040,175036,CARS
2632,2019/12/23 00:00:00+00,1123,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359369,173897,CYC
2633,2020/01/16 00:00:00+00,1140,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361165,175672,A
2634,2020/01/16 00:00:00+00,0810,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361168,168462,A
2635,2019/12/26 00:00:00+00,2200,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,0,0,0,0,361353,170921,CARS
2636,2020/01/17 00:00:00+00,1330,3,Slight,NONE,Other,2,1,0,0,0,0,0,359996,174397,CARS
2637,2019/08/24 23:00:00+00,1441,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359766,177685,MCYC
2638,2019/12/27 00:00:00+00,1515,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,358839,173434,E
2639,2019/12/28 00:00:00+00,2140,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,355413,178687,CARS
2640,2019/07/19 23:00:00+00,1305,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,357306,178007,CARS
2641,2019/07/19 23:00:00+00,1020,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359980,177350,CYC
2642,2019/03/05 00:00:00+00,1829,3,Slight,NONE,Other,3,1,1,0,0,0,0,358486,173073,CARS
2643,2019/07/19 23:00:00+00,0800,3,Slight,NONE,Other,2,1,0,1,0,0,0,359909,177511,CYC
2644,2019/07/15 23:00:00+00,0600,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361992,170712,CYC
2645,2019/11/12 00:00:00+00,1130,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358685,172875,A
2646,2019/11/20 00:00:00+00,0015,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359548,174024,CYC
2647,2019/11/15 00:00:00+00,1920,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359698,177498,A
2648,2019/11/16 00:00:00+00,1120,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,361270,171940,CARS
2649,2019/11/16 00:00:00+00,1135,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358689,171651,E
2650,2019/12/24 00:00:00+00,1145,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,354950,176845,MCYC
2651,2019/12/20 00:00:00+00,1330,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359448,172935,A
2652,2020/02/14 00:00:00+00,1730,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359113,171818,A
2653,2019/12/04 00:00:00+00,1420,3,Slight,E,Elderly pedestrian,1,2,1,0,0,0,1,358784,173559,E
2654,2019/03/18 00:00:00+00,0800,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,356467,175070,A
2655,2019/11/16 00:00:00+00,1913,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,360831,168558,CARS
2656,2019/11/21 00:00:00+00,1825,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,360502,169636,CARS
2657,2020/03/04 00:00:00+00,1130,3,Slight,NONE,Other,2,1,0,0,0,0,0,361963,173322,CARS
2658,2019/11/23 00:00:00+00,1033,3,Slight,O,Overtaking,2,1,0,0,1,0,0,359025,174408,MCYC
2659,2019/11/15 00:00:00+00,1830,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359381,173279,A
2660,2019/11/20 00:00:00+00,0030,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,361355,174122,CARS
2661,2019/11/27 00:00:00+00,1450,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,360551,173428,MCYC
2662,2019/12/01 00:00:00+00,1730,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359432,176536,CARS
2663,2019/11/25 00:00:00+00,1935,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358300,173107,CARS
2664,2020/03/05 00:00:00+00,1515,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,358930,178427,CARS
2665,2019/11/26 00:00:00+00,1920,3,Slight,NONE,Other,2,1,0,0,0,0,0,358829,171824,CARS
2666,2019/11/27 00:00:00+00,1546,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,1,0,359203,172428,CYC
2667,2019/11/29 00:00:00+00,1600,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,364398,173928,C
2668,2019/11/27 00:00:00+00,1900,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,363998,176163,CYC
2669,2019/12/04 00:00:00+00,1949,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359547,172338,CYC
2670,2019/12/05 00:00:00+00,1745,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,0,1,0,0,359483,173334,MCYC
2671,2019/12/05 00:00:00+00,1500,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357388,173133,CYC
2672,2019/10/10 23:00:00+00,2241,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359155,174094,MCYC
2673,2019/10/10 23:00:00+00,0706,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359028,174066,CYC
2674,2019/12/06 00:00:00+00,1810,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360786,174597,A
2675,2019/10/12 23:00:00+00,0104,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359411,173521,A
2676,2019/12/02 00:00:00+00,1015,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,359853,177690,CARS
2677,2019/12/06 00:00:00+00,0820,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,356295,178903,CYC
2678,2019/12/13 00:00:00+00,1029,3,Slight,LC,Loss of Control,1,3,0,0,0,0,3,363405,175988,CARS
2679,2019/12/06 00:00:00+00,0900,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,364023,174313,CYC
2680,2019/12/13 00:00:00+00,1425,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358875,173961,C
2681,2019/12/14 00:00:00+00,2130,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358372,172818,A
2682,2019/12/12 00:00:00+00,1730,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357006,174302,MCYC
2683,2019/12/07 00:00:00+00,1810,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360173,173638,MCYC
2684,2019/11/29 00:00:00+00,1445,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360808,173801,C
2685,2019/10/31 00:00:00+00,1646,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,353142,177568,A
2686,2019/10/31 00:00:00+00,1810,3,Slight,LC,Loss of Control,1,1,0,0,0,0,1,360891,170052,CARS
2687,2019/12/09 00:00:00+00,1955,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359448,176298,CYC
2688,2019/12/12 00:00:00+00,0949,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,352555,177689,CARS
2689,2019/10/21 23:00:00+00,1107,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,1,360408,173036,CARS
2690,2019/12/12 00:00:00+00,2017,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,357391,170806,CARS
2691,2019/01/06 00:00:00+00,1626,3,Slight,J1,Turning Movement from major road,3,1,0,0,0,0,0,358072,167485,CARS
2692,2019/11/11 00:00:00+00,1240,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359258,172162,A
2693,2019/03/10 00:00:00+00,1800,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,358827,178681,CARS
2694,2019/12/10 00:00:00+00,1555,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360251,177513,C
2695,2019/12/10 00:00:00+00,1240,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359377,170068,CARS
2696,2019/12/10 00:00:00+00,1630,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,361158,172103,MCYC
2697,2019/12/11 00:00:00+00,0735,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,1,363511,173776,MCYC
2698,2019/12/18 00:00:00+00,1310,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357892,173392,A
2699,2019/12/24 00:00:00+00,1003,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359335,173416,A
2700,2019/12/25 00:00:00+00,1215,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,360137,174242,CARS
2701,2019/12/20 00:00:00+00,2040,3,Slight,NONE,Other,2,1,0,1,0,0,0,360864,174613,CYC
2702,2019/12/23 00:00:00+00,0113,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360021,173503,C
2703,2019/12/01 00:00:00+00,2135,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,359384,174044,MCYC
2704,2019/12/16 00:00:00+00,0745,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,362388,173422,CYC
2705,2019/12/24 00:00:00+00,1454,3,Slight,LC,Loss of Control,2,2,0,0,0,1,0,352432,177767,CARS
2706,2020/01/04 00:00:00+00,1900,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,361176,172094,CARS
2707,2020/01/06 00:00:00+00,0635,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,356882,172414,CYC
2708,2020/01/06 00:00:00+00,0900,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359381,176336,CYC
2709,2020/01/10 00:00:00+00,1820,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,363319,176039,CARS
2710,2020/02/09 00:00:00+00,1322,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,356845,167761,CARS
2711,2019/12/24 00:00:00+00,1455,3,Slight,O,Overtaking,2,1,0,1,0,1,0,360440,170852,CYC
2712,2020/03/07 00:00:00+00,1630,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,356757,175212,CYC
2713,2019/12/10 00:00:00+00,1643,3,Slight,NONE,Other,2,1,0,0,0,0,0,356194,179037,CARS
2714,2020/03/10 00:00:00+00,1905,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,364369,175110,CARS
2715,2019/12/30 00:00:00+00,1410,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,361508,174977,MCYC
2716,2020/01/02 00:00:00+00,1217,3,Slight,O,Overtaking,2,1,0,0,0,0,0,361910,174482,CARS
2717,2019/12/28 00:00:00+00,1928,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359395,171963,A
2718,2019/12/16 00:00:00+00,1440,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,359407,173248,MCYC
2719,2019/08/27 23:00:00+00,0546,3,Slight,NT,Nose to Tail,3,3,0,0,0,0,0,362385,175296,CARS
2720,2020/01/03 00:00:00+00,1915,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,357883,174412,CARS
2721,2019/09/21 23:00:00+00,1630,3,Slight,HO,Head On,2,1,0,0,0,0,0,359022,173176,CARS
2722,2020/01/17 00:00:00+00,1530,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360707,175120,A
2723,2020/01/18 00:00:00+00,1930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357744,174132,A
2724,2020/02/06 00:00:00+00,1035,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,1,357989,176221,CYC
2725,2020/02/09 00:00:00+00,0230,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358774,172881,CARS
