OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
1103,2018/05/14 23:00:00+00,1755,3,Slight,NONE,Other,2,1,0,1,0,0,0,360974,174027,CYC
1104,2018/05/16 23:00:00+00,1245,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356910,171890,CARS
1105,2018/05/18 23:00:00+00,1220,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,357632,171470,CARS
1106,2018/05/17 23:00:00+00,1850,3,Slight,O,Overtaking,2,1,0,1,0,0,0,360661,171688,CYC
1107,2018/04/08 23:00:00+00,0854,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359160,174100,CYC
1108,2018/04/08 23:00:00+00,1145,3,Slight,NT,Nose to Tail,3,1,0,0,1,0,0,359073,173815,MCYC
1109,2018/04/09 23:00:00+00,2200,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,357395,177835,CARS
1110,2018/05/30 23:00:00+00,1230,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,361773,175005,CARS
1111,2018/05/30 23:00:00+00,1826,3,Slight,O,Overtaking,2,1,0,1,0,0,0,359806,173205,CYC
1112,2018/04/11 23:00:00+00,1922,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,359520,173567,CARS
1113,2018/03/14 00:00:00+00,1715,2,Serious,J,Turning movement ¿ unidentified priority,2,2,0,0,1,0,0,356271,177512,MCYC
1114,2018/03/21 00:00:00+00,0820,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359057,175333,CYC
1115,2018/03/25 23:00:00+00,1115,3,Slight,NONE,Other,2,1,0,1,0,0,0,359037,175018,CYC
1116,2018/03/25 23:00:00+00,2245,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,358467,171053,CARS
1117,2018/03/26 23:00:00+00,1530,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357814,172075,CYC
1118,2018/04/03 23:00:00+00,1830,3,Slight,HO,Head On,2,1,0,1,0,0,0,358132,175826,CYC
1119,2018/04/04 23:00:00+00,1550,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358268,172945,CARS
1120,2018/04/09 23:00:00+00,0424,3,Slight,LC,Loss of Control,2,3,0,0,0,0,1,356697,172535,CARS
1121,2018/02/27 00:00:00+00,0720,3,Slight,HO,Head On,2,1,0,1,0,0,0,358628,177761,CYC
1122,2018/02/26 00:00:00+00,0803,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,363408,173441,CYC
1123,2018/02/22 00:00:00+00,2125,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359519,172874,MCYC
1124,2018/03/24 00:00:00+00,0120,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,361827,173557,CARS
1125,2018/03/28 23:00:00+00,1717,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,357847,178151,CARS
1126,2018/03/31 23:00:00+00,1713,3,Slight,NONE,Other,2,1,0,1,0,0,0,359116,173928,CYC
1127,2018/04/03 23:00:00+00,1200,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360059,172470,CARS
1128,2018/04/04 23:00:00+00,1645,3,Slight,O,Overtaking,2,1,0,0,0,0,0,357088,178221,CARS
1129,2018/04/06 23:00:00+00,1515,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358874,169765,CARS
1130,2018/02/28 00:00:00+00,1710,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,1,355177,176335,CARS
1131,2018/03/15 00:00:00+00,2216,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,362472,172608,CARS
1132,2018/03/16 00:00:00+00,1115,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359716,172784,CYC
1133,2018/03/07 00:00:00+00,0838,3,Slight,NT,Nose to Tail,2,2,0,0,0,1,0,355291,178437,CARS
1134,2018/02/28 00:00:00+00,0925,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,358288,172903,CYC
1135,2018/03/08 00:00:00+00,0033,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,360732,170711,A
1136,2018/04/17 23:00:00+00,1720,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,360185,174199,CARS
1137,2018/04/04 23:00:00+00,1710,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,358647,173395,CYC
1138,2018/04/17 23:00:00+00,1845,2,Serious,NONE,Other,2,1,0,1,0,0,1,362983,175623,CYC
1139,2018/04/09 23:00:00+00,0724,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,356513,171507,CARS
1140,2018/04/19 23:00:00+00,1030,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,358337,172859,CYC
1141,2018/03/04 00:00:00+00,1240,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,361347,173447,A
1142,2018/03/20 00:00:00+00,1550,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358781,167706,MCYC
1143,2018/04/10 23:00:00+00,0825,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361246,176197,CARS
1144,2018/04/13 23:00:00+00,2243,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357908,173179,A
1145,2018/02/26 00:00:00+00,0908,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,360743,174523,CYC
1146,2018/02/09 00:00:00+00,1530,3,Slight,NT,Nose to Tail,3,4,0,0,0,1,0,358603,173322,CARS
1147,2018/03/09 00:00:00+00,0814,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,358869,174778,MCYC
1148,2018/03/09 00:00:00+00,1453,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360667,176857,CYC
1149,2018/03/10 00:00:00+00,0500,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360916,177262,CYC
1150,2018/02/23 00:00:00+00,0746,3,Slight,NONE,Other,2,1,0,1,0,0,0,358072,169753,CYC
1151,2018/03/13 00:00:00+00,0820,3,Slight,NONE,Other,2,1,0,0,0,0,0,355605,177142,CARS
1152,2018/03/13 00:00:00+00,0900,3,Slight,NONE,Other,2,1,0,0,1,0,0,358566,171346,MCYC
1153,2018/03/25 23:00:00+00,1219,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359573,172983,CYC
1154,2018/02/24 00:00:00+00,1623,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358089,170018,CARS
1155,2018/03/26 23:00:00+00,1303,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362171,170450,CARS
1156,2018/03/10 00:00:00+00,0002,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,360773,174570,CYC
1157,2018/03/30 23:00:00+00,2345,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360039,173339,CARS
1158,2017/11/27 00:00:00+00,0803,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360532,177522,CYC
1159,2018/04/17 23:00:00+00,1710,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357470,171649,A
1160,2018/06/22 23:00:00+00,1000,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,357763,174066,CYC
1161,2018/05/18 23:00:00+00,0305,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358161,173071,A
1162,2018/06/05 23:00:00+00,1930,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,357213,179137,CARS
1163,2018/05/19 23:00:00+00,2112,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359034,175285,CYC
1164,2018/05/20 23:00:00+00,1500,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,356847,167765,CARS
1165,2018/07/02 23:00:00+00,1220,3,Slight,NONE,Other,2,1,0,1,0,0,0,357692,173047,CYC
1166,2018/05/20 23:00:00+00,1530,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357389,175776,C
1167,2018/05/20 23:00:00+00,1935,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359670,173161,A
1168,2018/05/21 23:00:00+00,1220,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,360924,169821,CYC
1169,2018/05/04 23:00:00+00,2343,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,358911,174611,CARS
1170,2018/07/05 23:00:00+00,1700,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359967,173285,MCYC
1171,2018/06/07 23:00:00+00,1750,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360040,173526,A
1172,2018/07/08 23:00:00+00,1000,3,Slight,NONE,Other,2,1,0,0,0,0,0,358318,167822,CARS
1173,2018/05/21 23:00:00+00,1058,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,1,358451,177588,CARS
1174,2018/05/21 23:00:00+00,0720,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,361801,173329,MCYC
1175,2018/07/08 23:00:00+00,0710,1,Fatal,J1,Turning Movement from major road,2,1,0,0,1,0,0,351815,179180,MCYC
1176,2018/05/24 23:00:00+00,0615,2,Serious,HO,Head On,2,1,0,1,0,0,0,362074,173028,CYC
1177,2018/07/09 23:00:00+00,1700,3,Slight,O,Overtaking,2,1,0,1,0,0,0,358479,176211,CYC
1178,2018/06/18 23:00:00+00,1945,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359085,173845,MCYC
1179,2018/06/25 23:00:00+00,0835,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,361154,175205,CARS
1180,2018/06/27 23:00:00+00,1140,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359031,173498,CYC
1181,2018/06/25 23:00:00+00,1100,3,Slight,C,Child pedestrian,1,1,1,0,1,1,0,363258,175761,C
1182,2018/06/28 23:00:00+00,1630,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,361765,173984,CYC
1183,2018/06/26 23:00:00+00,1400,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359074,172339,CARS
1184,2018/07/01 23:00:00+00,1110,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357127,172550,MCYC
1185,2018/07/01 23:00:00+00,1412,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,359845,174568,CARS
1186,2018/07/01 23:00:00+00,1915,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,361464,175138,CYC
1187,2018/07/01 23:00:00+00,1830,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358042,172550,CYC
1188,2018/06/26 23:00:00+00,1130,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,0,0,0,0,357051,177717,CARS
1189,2018/06/26 23:00:00+00,1815,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,359657,173623,MCYC
1190,2018/05/25 23:00:00+00,1815,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358914,170188,CARS
1191,2018/05/26 23:00:00+00,0855,3,Slight,LC,Loss of Control,1,2,0,0,0,0,0,361091,171599,CARS
1192,2018/05/26 23:00:00+00,0349,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,359509,173255,A
1193,2018/07/10 23:00:00+00,1715,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,362125,174095,MCYC
1194,2018/05/27 23:00:00+00,2230,3,Slight,NONE,Other,2,1,0,1,0,0,0,359168,170802,CYC
1195,2018/05/27 23:00:00+00,1244,3,Slight,NONE,Other,2,1,0,0,0,0,0,357810,173599,CARS
1196,2018/05/29 23:00:00+00,1700,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358329,178414,C
1197,2018/06/26 23:00:00+00,1645,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358079,170110,MCYC
1198,2018/06/26 23:00:00+00,1529,3,Slight,NONE,Other,2,1,0,1,0,1,0,361018,168837,CYC
1199,2018/06/01 23:00:00+00,1609,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,359291,173533,CARS
1200,2018/06/17 23:00:00+00,2007,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360707,174494,CARS
1201,2018/06/02 23:00:00+00,1440,3,Slight,LC,Loss of Control,4,1,0,0,0,0,1,355305,176941,CARS
1202,2018/06/27 23:00:00+00,0825,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,361561,172693,CARS
1203,2018/05/09 23:00:00+00,1230,3,Slight,J2,Turning Movement from minor road,3,1,0,1,0,0,0,359809,175479,CYC
1204,2018/06/28 23:00:00+00,0705,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360404,167701,CYC
1205,2018/07/06 23:00:00+00,1540,3,Slight,HO,Head On,2,1,0,0,0,0,0,358231,168397,CARS
1206,2018/07/05 23:00:00+00,0730,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358979,174948,CYC
1207,2018/07/10 23:00:00+00,0800,3,Slight,NONE,Other,2,1,0,1,0,0,0,358586,172895,CYC
1208,2018/05/22 23:00:00+00,1743,2,Serious,NT,Nose to Tail,2,1,0,0,0,0,1,351983,176885,CARS
1209,2018/06/30 23:00:00+00,0215,2,Serious,LC,Loss of Control,2,2,0,0,0,0,0,358371,172964,CARS
1210,2018/07/02 23:00:00+00,1815,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,363948,176600,MCYC
1211,2018/07/03 23:00:00+00,2317,3,Slight,LC,Loss of Control,2,1,0,0,1,0,0,357297,175790,MCYC
1212,2018/06/04 23:00:00+00,1457,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,1,359442,173139,CARS
1213,2018/06/05 23:00:00+00,0815,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357722,175400,A
1214,2018/06/05 23:00:00+00,0835,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359067,173618,CYC
1215,2018/06/07 23:00:00+00,1615,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,361930,176796,CARS
1216,2018/06/06 23:00:00+00,1145,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,360313,173471,CARS
1217,2018/03/07 00:00:00+00,0652,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360666,175253,CYC
1218,2018/06/11 23:00:00+00,2250,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358805,172915,A
1219,2018/07/03 23:00:00+00,0900,2,Serious,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359940,174595,CYC
1220,2018/07/17 23:00:00+00,0740,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,362181,173364,MCYC
1221,2018/06/06 23:00:00+00,1313,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,359349,177183,CARS
1222,2018/07/17 23:00:00+00,0855,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,360620,169882,CARS
1223,2018/07/01 23:00:00+00,1610,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,361961,175094,C
1224,2018/07/12 23:00:00+00,1530,3,Slight,NONE,Other,2,1,0,1,0,0,0,358006,171607,CYC
1225,2018/07/15 23:00:00+00,0900,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356814,171836,CARS
1226,2018/07/15 23:00:00+00,1030,3,Slight,O,Overtaking,2,1,0,1,0,0,0,359214,175646,CYC
1227,2018/07/15 23:00:00+00,0710,3,Slight,O,Overtaking,2,1,0,1,0,0,0,357353,170498,CYC
1228,2018/06/13 23:00:00+00,1115,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,1,359028,176649,CARS
1229,2018/06/16 23:00:00+00,1950,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,359426,173990,CYC
1230,2018/07/31 23:00:00+00,1345,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359557,172084,CYC
1231,2018/06/22 23:00:00+00,1810,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357000,173081,A
1232,2018/08/06 23:00:00+00,2135,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359493,170206,MCYC
1233,2018/06/24 23:00:00+00,1015,3,Slight,O,Overtaking,2,1,0,1,0,0,0,359087,172575,CYC
1234,2018/07/21 23:00:00+00,1315,3,Slight,NONE,Other,2,1,0,1,0,0,0,359463,173544,CYC
1235,2018/06/12 23:00:00+00,1825,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,359416,173214,CARS
1236,2018/07/30 23:00:00+00,1330,3,Slight,NONE,Other,2,1,0,0,0,0,0,358255,178496,CARS
1237,2018/07/30 23:00:00+00,2000,3,Slight,NONE,Other,2,1,0,1,0,0,0,357827,173176,CYC
1238,2018/07/30 23:00:00+00,1030,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357129,171883,CARS
1239,2018/08/03 23:00:00+00,1115,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358811,171805,A
1240,2018/06/19 23:00:00+00,0830,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,361734,173968,CYC
1241,2018/08/15 23:00:00+00,1624,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,358083,169947,E
1242,2018/07/05 23:00:00+00,0950,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361725,173633,A
1243,2018/08/16 23:00:00+00,1714,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358868,174742,CYC
1244,2018/07/29 23:00:00+00,1730,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359040,173405,A
1245,2018/06/21 23:00:00+00,1835,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359437,172746,A
1246,2018/05/04 23:00:00+00,0220,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358479,172654,A
1247,2018/08/01 23:00:00+00,0555,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,351877,179463,MCYC
1248,2018/08/04 23:00:00+00,1040,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,361521,174848,C
1249,2018/08/03 23:00:00+00,1500,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,357171,172085,CYC
1250,2018/08/05 23:00:00+00,0755,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357728,173056,CYC
1251,2018/08/08 23:00:00+00,1433,3,Slight,O,Overtaking,2,1,0,1,0,0,0,357281,170405,CYC
1252,2018/08/21 23:00:00+00,1453,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358929,174576,CARS
1253,2018/08/20 23:00:00+00,1745,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,362221,175227,CYC
1254,2018/08/22 23:00:00+00,1730,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359992,171545,CYC
1255,2018/08/27 23:00:00+00,0825,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,360078,174220,CARS
1256,2018/08/08 23:00:00+00,0845,3,Slight,A,Adult pedestrian,2,1,1,1,0,0,0,359546,172340,A
1257,2018/07/19 23:00:00+00,0430,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358558,172810,CYC
1258,2018/08/08 23:00:00+00,1430,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,356966,171562,CARS
1259,2018/08/10 23:00:00+00,1645,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359215,172754,CYC
1260,2018/08/14 23:00:00+00,2015,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,357347,174891,CYC
1261,2018/08/17 23:00:00+00,1808,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357702,174214,CYC
1262,2018/08/20 23:00:00+00,1429,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,360527,168280,CARS
1263,2018/08/19 23:00:00+00,1400,3,Slight,A,Adult pedestrian,1,2,2,0,0,0,0,359025,173233,A
1264,2018/08/22 23:00:00+00,0605,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361546,171425,CYC
1265,2018/08/22 23:00:00+00,1645,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,1,0,362931,175884,CYC
1266,2018/08/15 23:00:00+00,2355,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358532,177667,MCYC
1267,2018/08/14 23:00:00+00,0750,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,352353,177823,CARS
1268,2018/08/20 23:00:00+00,1536,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,360247,173720,CARS
1269,2018/09/03 23:00:00+00,1605,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,356758,171359,CYC
1270,2018/09/05 23:00:00+00,0750,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359872,171951,MCYC
1271,2018/04/19 23:00:00+00,1555,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359988,174054,MCYC
1272,2018/08/22 23:00:00+00,1245,3,Slight,NT,Nose to Tail,2,4,0,0,0,1,0,360421,173533,CARS
1273,2018/05/29 23:00:00+00,1735,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,1,0,0,0,360823,175318,CYC
1274,2018/08/21 23:00:00+00,1855,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360371,177510,CYC
1275,2018/09/09 23:00:00+00,1729,3,Slight,J2,Turning Movement from minor road,3,1,0,0,1,0,0,360288,169004,MCYC
1276,2018/09/13 23:00:00+00,0853,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,358892,173337,CARS
1277,2018/07/24 23:00:00+00,0049,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,358226,173108,CARS
1278,2018/06/17 23:00:00+00,2240,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359550,174025,CYC
1279,2018/07/25 23:00:00+00,1340,3,Slight,J1,Turning Movement from major road,2,5,0,0,0,1,1,358656,169487,CARS
1280,2018/06/17 23:00:00+00,1851,3,Slight,J1,Turning Movement from major road,2,3,0,0,0,1,0,358151,172565,CARS
1281,2018/06/18 23:00:00+00,0925,3,Slight,LC,Loss of Control,1,1,0,0,1,0,0,361100,172074,MCYC
1282,2018/07/23 23:00:00+00,1701,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,356284,173975,MCYC
1283,2018/07/27 23:00:00+00,1119,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,361240,175241,MCYC
1284,2018/07/16 23:00:00+00,1730,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358819,171825,CYC
1285,2018/06/05 23:00:00+00,1850,3,Slight,LC,Loss of Control,1,1,1,0,0,0,0,359125,174116,CARS
1286,2018/04/24 23:00:00+00,2015,2,Serious,HO,Head On,2,1,0,0,0,0,0,357617,170855,CARS
1287,2018/07/11 23:00:00+00,0755,2,Serious,A,Adult pedestrian,1,1,1,1,0,0,0,359582,173121,A
1288,2018/05/15 23:00:00+00,0930,3,Slight,O,Overtaking,2,1,0,0,1,0,0,361699,172949,MCYC
1289,2018/04/19 23:00:00+00,1730,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,361481,175141,CARS
1290,2018/05/16 23:00:00+00,1202,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,361229,176113,MCYC
1291,2018/08/01 23:00:00+00,1315,2,Serious,NONE,Other,2,1,0,0,0,0,0,360247,172907,CARS
1292,2018/07/16 23:00:00+00,0730,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359858,172690,CYC
1293,2018/05/25 23:00:00+00,0500,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,359774,174035,CARS
1294,2018/05/19 23:00:00+00,1600,3,Slight,LC,Loss of Control,2,2,0,0,0,0,0,355381,177078,CARS
1295,2018/08/06 23:00:00+00,1528,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358951,172449,A
1296,2018/07/18 23:00:00+00,0945,3,Slight,NONE,Other,2,1,0,0,0,0,0,356977,178529,CARS
1297,2018/07/20 23:00:00+00,1230,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357711,174190,CYC
1298,2018/07/20 23:00:00+00,2120,3,Slight,NT,Nose to Tail,2,1,0,1,1,0,0,356724,172074,CYC
1299,2018/07/24 23:00:00+00,1435,3,Slight,NK,NOT KNOWN,2,1,0,1,0,0,0,359006,175721,CYC
1300,2018/07/21 23:00:00+00,0100,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359515,173586,A
1301,2018/05/31 23:00:00+00,1645,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360285,173449,CARS
1302,2018/06/01 23:00:00+00,1545,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358743,168471,CARS
1303,2018/06/01 23:00:00+00,0220,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358326,173007,A
1304,2018/06/05 23:00:00+00,1513,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359935,174322,CYC
1305,2018/06/10 23:00:00+00,0605,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360533,168280,CYC
1306,2018/06/13 23:00:00+00,0715,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,361135,172104,CYC
1307,2018/06/11 23:00:00+00,2005,2,Serious,NT,Nose to Tail,2,1,0,1,1,0,0,352004,176894,CYC
1308,2017/06/21 23:00:00+00,1710,3,Slight,NT,Nose to Tail,3,2,0,0,0,0,0,362759,175470,CARS
1309,2018/02/12 00:00:00+00,1905,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358381,171164,A
1310,2018/04/19 23:00:00+00,0830,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357588,168436,C
1311,2018/05/04 23:00:00+00,1108,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358587,172969,A
1312,2018/05/04 23:00:00+00,2130,2,Serious,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357880,174414,CYC
1313,2018/05/21 23:00:00+00,0744,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358282,171556,CYC
1314,2018/05/05 23:00:00+00,2150,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,354668,177876,CARS
1315,2018/05/06 23:00:00+00,1900,2,Serious,J1,Turning Movement from major road,2,1,0,0,1,0,0,357578,168434,MCYC
1316,2018/05/26 23:00:00+00,1405,3,Slight,J2,Turning Movement from minor road,2,3,0,0,0,0,2,361570,168205,CARS
1317,2018/05/07 23:00:00+00,0845,2,Serious,E,Elderly pedestrian,2,3,1,1,1,1,1,362627,170182,E
1318,2017/12/12 00:00:00+00,1729,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,360106,172359,CYC
1319,2018/06/05 23:00:00+00,1535,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,1,364261,175812,CARS
1320,2018/06/10 23:00:00+00,1915,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359812,175691,CYC
1321,2018/06/16 23:00:00+00,1540,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,359788,176150,C
1322,2018/06/07 23:00:00+00,0828,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359857,172990,CYC
